,Revenue,Gross Profit,Net Income,debtRatio,priceEarningsRatio,AnualPriceVariation,year,Sector,Unnamed: 0,Market Cap,Graham Net-Net,EPS,priceToSalesRatio
38,2411100000.0,621200000.0,-343200000.0,0.4988,0.0,44.36125021030371,2014,Consumer Defensive,POST,1487251825.92,-2.8434,-9.03,0.6168
39,10968800000.0,8810600000.0,1204100000.0,0.1707,23.8013,17.930829031832968,2014,Consumer Defensive,EL,28426618317.98,0.0291,3.12,2.5916
40,8583365000.0,1393995000.0,711648000.0,0.0014,12.2618,-17.34460577767767,2014,Consumer Defensive,PPC,8734458992.76,0.1102,2.75,1.0176
41,7840300000.0,2789800000.0,596700000.0,0.2777,18.1314,9.765462538153752,2014,Consumer Defensive,DLTR,10338109721.28,-0.0215,2.74,1.3186
42,2655006000.0,980240000.0,255872000.0,0.5013,16.5936,-31.978784462178673,2014,Consumer Defensive,GNC,4172982483.44,-0.2505,2.83,1.5717
43,9503196000.0,1673463000.0,-20296000.0,0.3312,0.0,-8.073796827353414,2014,Consumer Defensive,DF,1818284759.34,-0.5292,-0.22,0.1913
44,4958600000.0,3975700000.0,308700000.0,0.7608,10.5307,42.682268013023965,2014,Consumer Defensive,HLF,3460854985.9,-0.3745,1.79,0.698
46,47063000000.0,28307000000.0,9216000000.0,0.3586,19.9149,15.55724047965481,2014,Consumer Defensive,BUD,164078600000.0,-0.852,5.64,3.8373
47,304834000.0,93849000.0,-64758000.0,0.0,0.0,-3.8571425846644813,2014,Consumer Defensive,CHGG,579399955.17,0.0686,-0.78,1.9007
49,7840255000.0,1222016000.0,126820000.0,0.3706,20.8061,36.52990079983455,2014,Consumer Defensive,CASY,2642588620.42,-0.4587,3.3,0.3371
50,313403000.0,28431000.0,23675000.0,0.0618,12.0152,71.62432048613519,2014,Consumer Defensive,MGPI,279802913.0,0.0943,1.32,0.8928
51,1138887000.0,687218000.0,215704000.0,0.0,19.3841,56.77193253519787,2014,Consumer Defensive,EDU,15716260000.0,0.0778,1.38,3.6805
52,37580000000.0,2685000000.0,864000000.0,0.3414,15.6653,34.851487362728164,2014,Consumer Defensive,TSN,13663479265.8,-0.6463,2.48,0.3636
53,4243200000.0,1730200000.0,408500000.0,0.2911,21.9318,18.620101774480585,2014,Consumer Defensive,MKC,9545067482.06,-0.1245,3.37,2.2495
54,2107822000.0,528282000.0,129922000.0,0.2927,33.3609,-29.06568253638383,2014,Consumer Defensive,HAIN,4447165433.22,-0.1218,1.33,2.1098
55,7421768000.0,3336166000.0,846912000.0,0.3873,29.3588,-11.837408601958439,2014,Consumer Defensive,HSY,22954968070.37,-0.0809,3.54,3.0929
56,13685700000.0,1697200000.0,15500000.0,0.4867,26.7606,21.789470471833887,2014,Consumer Defensive,PFGC,1949080059.0,-0.5032,0.18,0.1257
58,832709000.0,205158000.0,14215000.0,0.3815,37.9828,-26.970226822499164,2014,Consumer Defensive,CHEF,552016967.33,-0.0732,0.58,0.6629
60,86764112.0,42218475.0,-131279893.0,0.0,0.0,-48.54545593261719,2014,Consumer Defensive,FRPT,570958552.56,0.0721,-9.63,6.5806
62,5514000000.0,2356000000.0,558000000.0,0.5432,21.2065,25.434918165978083,2014,Consumer Defensive,CLX,11752874650.0,-0.2305,4.31,2.1315
63,1591315000.0,494255000.0,36856000.0,0.6417,60.496,26.66844301404521,2014,Consumer Defensive,VGR,2325460330.0775,-0.2978,0.276,1.4613
64,4634700000.0,1692200000.0,-10300000.0,0.1714,0.0,-0.5686623883306023,2014,Consumer Defensive,SPB,2697987712.3473,-9.745,-3.1630000000000003,0.5821
65,233391000.0,77617000.0,17972000.0,0.0,14.9,23.47965436912064,2014,Consumer Defensive,PETS,270751560.93,0.244,0.9,1.1601
66,2946102000.0,606604000.0,89880000.0,0.376,37.5132,-7.1149544801444256,2014,Consumer Defensive,THS,3620213855.43,-0.3274,2.28,1.2288
68,4461987000.0,1766030000.0,16150000.0,0.5449,0.0,-10.587740860409033,2014,Consumer Defensive,BURL,1799579033.2,-0.9753,-0.26,0.4033
69,499261000.0,287037000.0,29436000.0,0.0005,28.8947,-10.5997680990229,2014,Consumer Defensive,IPAR,849381726.6,0.4483,0.95,1.7013
70,5668000000.0,1115000000.0,355000000.0,0.3581,17.6017,15.406389300667927,2014,Consumer Defensive,INGR,6096856920.0,-0.1204,4.82,1.0757
71,2774845000.0,520947000.0,249048000.0,0.018000000000000002,7.7759,-4.853748814036342,2014,Consumer Defensive,SAFM,1937488471.36,0.1535,10.8,0.6982
73,6794447000.0,1127645000.0,125482000.0,0.1962,23.6957,-48.08757482356145,2014,Consumer Defensive,UNFI,2976590279.3,0.109,2.53,0.4381
75,691055000.0,402264000.0,111466000.0,0.1151,19.0449,-11.978944010155564,2014,Consumer Defensive,LOPE,2179094509.64,-0.0057,2.45,3.1533
76,2612200000.0,1289900000.0,356100000.0,0.3303,15.9119,-16.99012846347444,2014,Consumer Defensive,EPC,5641037443.779,-0.2973,5.74,2.1595
77,2142261578.9109,1144488375.701,199364106.4491,0.113,19.5448,19.992465260220968,2014,Consumer Defensive,CCU,4582450000.0,0.0004,0.9491,0.0053
78,1440907000.0,302764000.0,109207000.0,0.0753,15.3018,24.4910683176579,2014,Consumer Defensive,CALM,1679892764.79,0.136,2.27,1.1659
79,10280100000.0,573700000.0,42700000.0,0.0945,33.2957,35.539294808999074,2014,Consumer Defensive,CORE,1431512817.02,0.1647,0.93,0.1393
80,566019178.7558,224489795.9184,-131300713.0563,0.2767,0.0,27.596438883560392,2014,Consumer Defensive,CRESY,1161680000.0,-5.888,-2.5747,1.4436
82,2542115000.0,433291000.0,149009000.0,0.1846,9.6863,40.925165428725116,2014,Consumer Defensive,UVV,1297559677.68,0.6267,5.77,0.5104
83,3927500000.0,364800000.0,142400000.0,0.0998,13.2402,17.233552244341073,2014,Consumer Defensive,FDP,1895568839.19,0.081,2.54,0.4826
84,2569495000.0,2091061000.0,189176000.0,0.1532,13.6563,-7.334735411347648,2014,Consumer Defensive,NUS,2590718753.4,0.0628,3.2,1.0083
85,2517567000.0,403903000.0,92886000.0,0.0975,29.4365,-6.849273048551334,2014,Consumer Defensive,PSMT,2730041190.52,0.0027,3.07,1.0844
88,1317153000.0,516703000.0,86248000.0,0.1256,24.2788,45.46997787958416,2014,Consumer Defensive,HELE,2094103889.22,0.0533,2.69,1.5899
90,864844000.0,302152000.0,-10176000.0,0.0,0.0,-69.92133356587512,2014,Consumer Defensive,TUES,774670345.02,0.1734,-0.24,0.8957
92,1923371000.0,939935000.0,134032000.0,0.0,20.2584,-42.087255975413576,2014,Consumer Defensive,ATGE,2688399470.0,0.0444,2.09,1.3978
94,1604357000.0,454024000.0,8804000.0,0.3919,43.6111,50.38933038907155,2014,Consumer Defensive,CENT,395890509.2,0.0234,0.18,0.2468
95,1041075000.0,248568000.0,74986000.0,0.0,34.6036,32.94796192086428,2014,Consumer Defensive,LANC,2601484080.0,0.0989,2.75,2.4988
96,903007000.0,465011000.0,90743000.0,0.001,42.3103,-27.95874992799889,2014,Consumer Defensive,SAM,3846997492.56,0.01,6.96,4.2602
97,2776683000.0,752962000.0,54381000.0,0.0,23.6485,-3.8491329448905818,2014,Consumer Defensive,WMK,1284938622.11,0.0685,2.02,0.4628
98,446041000.0,209738000.0,46356000.0,0.3858,16.9203,-17.224291275930756,2014,Consumer Defensive,STRA,809900169.48,-0.0228,4.39,1.8158
99,501867000.0,89575000.0,27098000.0,0.1918,23.4,-23.86294433329489,2014,Consumer Defensive,GPX,579984931.89,0.0114,1.45,1.1557
100,350020000.0,226255000.0,40877000.0,0.0,15.6229,-48.50580817751199,2014,Consumer Defensive,APEI,636545617.65,0.1139,2.36,1.8186
101,9989013969.8901,4637325376.3733,714905737.1491,0.3211,25.0652,-15.047434810096984,2014,Consumer Defensive,KOF,2913940000.0,-1.4269,3.4518,1.2176
103,127753000.0,91653000.0,3485000.0,0.1391,23.7143,-20.76039040716018,2014,Consumer Defensive,NAUH,83377208.44,0.0362,0.14,0.6526
104,3835985953.0,845163515.0,51426454.0,0.5657,10.1356,16.135106772347747,2014,Consumer Defensive,IMKTA,544413841.92,-1.5805,2.36,0.1419
105,913964000.0,590705000.0,-178163000.0,0.0174,0.0,-46.53902599654403,2014,Consumer Defensive,CECO,468258986.4,0.0566,-2.65,0.5123
106,543525000.0,201645000.0,63298000.0,0.0091,29.1877,8.734910450517331,2014,Consumer Defensive,TR,1853041794.4472,0.0245,0.933,3.4093
107,4540071000.0,397139000.0,109726000.0,0.1595,13.8026,-39.44045494964561,2014,Consumer Defensive,ANDE,1535746000.0,-0.1864,3.85,0.3383
108,1518636000.0,408498000.0,5045000.0,0.1009,58.5366,2.203321313704734,2014,Consumer Defensive,VLGEA,337288704.0,-0.1823,0.41,0.2221
109,1941000000.0,1272700000.0,40900000.0,0.9621,43.7949,-17.681843868116598,2014,Consumer Defensive,REV,1788508219.68,-1.0145,0.78,0.9214
110,778622000.0,122865000.0,26287000.0,0.2077,11.0756,35.946194719511546,2014,Consumer Defensive,JBSS,291057393.16,0.2803,2.38,0.3738
111,919553000.0,350334000.0,19600000.0,0.0519,48.14,-24.786321929969482,2014,Consumer Defensive,LRN,952041889.43,0.3143,0.5,1.0353
113,919451000.0,287577000.0,71814000.0,0.0007,24.4831,9.814612637332123,2014,Consumer Defensive,JJSF,1757456774.28,0.0759,3.85,1.9114
114,40108000.0,4469000.0,-23029000.0,0.3506,0.0,-54.21686909648325,2014,Consumer Defensive,RIBT,38996181.12,-0.3512,-3.96,0.9723
115,205165000.0,138266000.0,18067000.0,0.1334,17.5926,-14.591839564735265,2014,Consumer Defensive,FC,320307890.0,0.0454,1.08,1.5612
116,476813000.0,62564000.0,19145000.0,0.1096,17.0,-14.892084544122396,2014,Consumer Defensive,LNDC,327790541.52,-0.0547,0.72,0.6875
117,103462000.0,24664000.0,6991000.0,0.2769,55.7826,-39.28996951100719,2014,Consumer Defensive,LMNR,361243455.82,-0.2807,0.46,3.4916
119,528380000.0,195914000.0,12132000.0,0.0367,28.4342,15.167737082682404,2014,Consumer Defensive,FARM,357868925.79,0.0172,0.76,0.6773
121,67508455.2846,18541300.813,-1549105.6911,0.2722,0.0,-3.3783783348395584,2014,Consumer Defensive,SEED,30188400.0,-6.0572,-0.6829,0.1192
123,547344368.0,133080790.0,29956327.0,0.4518,16.3846,-33.063924419661824,2014,Consumer Defensive,ANFI,416150000.0,1.5235,1.04,1.1107
124,97196000.0,57393000.0,23409000.0,0.0966,20.6029,-7.1428541435721735,2014,Consumer Defensive,DL,242895510.0,-0.3378,0.68,19.5358
125,8429124.9596,4842751.0494,-16419438.166,0.0,0.0,-92.29908627226126,2014,Consumer Defensive,COE,50381800.0,-2.4646,-4.1389999999999985,10.6587
127,1340208000.0,92265000.0,13779000.0,0.3001,25.3871,7.333331637912327,2014,Consumer Defensive,SENEA,338147142.0,0.6176,1.24,0.2523
130,133401000.0,38657000.0,-4344000.0,0.0,0.0,12.258062055034022,2014,Consumer Defensive,BRID,75246897.0,-0.0088,-0.48,0.5641
132,213968000.0,180774000.0,11383000.0,0.5514,13.44,3.0303105365945693,2014,Consumer Defensive,LFVN,149330432.16,-0.0672,0.75,0.6979
135,134043000.0,76325000.0,5369000.0,0.0985,24.0,20.799999237060547,2014,Consumer Defensive,YGYI,93593961.6,-0.1678,0.2,0.6982
136,13449679.0,8131972.0,4050416.0,0.0,22.5341,3.3326624355887624,2014,Consumer Defensive,UG,91147385.37,0.1477,0.88,6.7769
138,107222306.0,38185611.0,4789005.0,0.3045,13.5068,-10.369640328726005,2014,Consumer Defensive,ACU,65756205.45,0.2681,1.48,0.6133
139,104003000.0,21194000.0,9495000.0,0.2558,29.5349,-22.149607200596513,2014,Consumer Defensive,ALCO,280495629.0,0.1069,1.29,2.697
140,3981722.0,2121958.0,-5350348.0,1.0621,0.0,-21.111114422480128,2014,Consumer Defensive,ASPU,11619999.36,-0.3057,-1.08,2.9183
143,66154587.0,5727486.0,-25356136.0,0.1803,0.0,-25.390624636202112,2014,Consumer Defensive,CJJD,29619634.14,-0.1287,-1.83,0.4477
144,28178000.0,11189000.0,-420000.0,0.1824,0.0,-23.913044529886605,2014,Consumer Defensive,CYAN,28748935.12,0.1098,-0.08,1.0203
145,1236755388.0,76506595.0,4959528.0,0.1763,10.8515,1.3294124823563724,2014,Consumer Defensive,DIT,51070519.5,0.5957,7.81,0.0413
147,99060202.0,29276508.0,7871448.0,0.1968,3.2667,-30.612245518582288,2014,Consumer Defensive,FTFT,26128266.08,0.4312,2.4,0.2638
148,2833248813.2375,629602129.391,266693747.4569,0.0703,9.3575,3.701622398351217,2014,Consumer Defensive,IBA,2853500000.0,0.2667,5.3305,0.7163
149,108863097.0,15528979.0,4967535.0,0.0641,7.3333,-25.818885121661,2014,Consumer Defensive,JVA,35878665.68,0.6295,0.78,0.3296
150,218040000.0,114741000.0,-56133000.0,0.305,0.0,-25.746270150483927,2014,Consumer Defensive,LINC,67346960.8,-0.2618,-2.46,0.3089
151,69279927.1734,6223486.5726,-6081929.9044,0.1451,0.0,4.123571821970304,2014,Consumer Defensive,LND,219591540.0,0.019,-0.1038,1.6889
152,190081000.0,151731000.0,6496000.0,0.026,10.9221,-25.079488921699447,2014,Consumer Defensive,MTEX,71108702.6,0.1876,2.44,0.3741
153,366367000.0,274783000.0,10019000.0,0.0,25.5517,-28.938578559970544,2014,Consumer Defensive,NATR,277753713.12,0.1923,0.58,0.7581
154,520674000.0,151502000.0,13473000.0,0.1163,27.1333,-23.478584850995606,2014,Consumer Defensive,NGVC,365940700.4,-0.0629,0.6,0.7028
156,33926988.0,12129895.0,2048077.0,0.0466,19.6522,-50.80459152609147,2014,Consumer Defensive,OBCI,40292518.48,0.3416,0.23,1.1876
157,233427011.0,77586188.0,85760705.0,0.3528,2.5741,-47.88452607521921,2014,Consumer Defensive,PME,219773047.34,0.0279,1.08,0.9415
158,43422000.0,13006000.0,-754000.0,0.4342,0.0,-8.813558856292355,2014,Consumer Defensive,REED,77193346.8,-0.0252,-0.06,1.7777
159,57344959.0,45687231.0,724569.0,0.1581,19.5,-52.06611788922943,2014,Consumer Defensive,RELV,14818773.06,0.1136,0.42,0.2584
160,39184807.0,19571396.0,1478212.0,0.0,16.4861,-15.580527767524199,2014,Consumer Defensive,RMCF,72595258.2,0.0212,0.72,1.8526
163,83564056.9395,20235129.639,4792577.5292,0.0,18.8009,-36.72230697573949,2014,Consumer Defensive,WILC,88449880.0,4.2322,0.3686,0.2735
164,15156159.0,9016606.0,2161340.0,0.1776,12.8889,19.594591764571323,2014,Consumer Defensive,WVVI,28201514.0,0.0967,0.45,1.8607
165,13559066865.5907,4421538044.2154,74799945.748,0.4747,0.0,-41.24949729384192,2014,Basic Materials,CX,9866830000.0,-1.413,-0.1043,1.7466
166,35124000000.0,12334000000.0,657000000.0,0.2621,62.9231,-56.36293345501039,2014,Basic Materials,VALE,64910530000.0,-0.3555,0.13,1.2495
167,6505700000.0,498000000.0,-96900000.0,0.5017,0.0,-62.47906049817743,2014,Basic Materials,AKS,1051824009.06,-2.8018,-0.65,0.1617
168,1417079000.0,529307000.0,38437000.0,0.3693,44.1795,-36.60122033644252,2014,Basic Materials,GSM,1769880000.0,-0.2537,0.39,0.6023
169,20001000000.0,1507000000.0,-1103000000.0,0.3212,0.0,-70.57682249401594,2014,Basic Materials,FCX,24273799913.92,-1.0878,-1.26,1.2136
170,21105141000.0,1849237000.0,679337000.0,0.2936,23.1368,-14.856608891955865,2014,Basic Materials,NUE,15646946909.85,-0.0702,2.12,0.7414
171,17507000000.0,2052000000.0,102000000.0,0.2912,37.662,-69.64392345491194,2014,Basic Materials,X,3890258792.28,-0.6128,0.71,0.2222
173,3373200000.0,885700000.0,-7224200000.0,0.8981,0.0,-77.52489085992593,2014,Basic Materials,CLF,1093814363.46,-3.1598,-47.52,0.3243
177,726000000.0,97300000.0,-477100000.0,0.2252,0.0,-47.51131463354957,2014,Basic Materials,NGD,1186950000.0,-1.1938,-0.95,2.9819
178,15976845287.27,1930158092.377,526801727.3751,0.3097,11.5297,-63.81196035435009,2014,Basic Materials,GGB,3977600000.0,-0.2997,0.3079,0.1435
180,13147000000.0,2599000000.0,-256000000.0,0.0183,0.0,-37.20341070708819,2014,Basic Materials,AA,4337220791.092,-0.5381,-1.4,0.3873
181,1067899000.0,368923000.0,102607000.0,0.0816,43.4286,-53.50836475437266,2014,Basic Materials,EGO,659850000.0,-1.2382,0.7,4.0777
182,2241200000.0,388000000.0,105700000.0,0.2502,16.9925,-22.373666786876182,2014,Basic Materials,OLN,1780484757.48,-0.4879,1.34,0.7944
183,38749000000.0,6305000000.0,1178000000.0,0.2036,15.6252,-23.319781904693237,2014,Basic Materials,JCI,23635587075.6504,-0.3633,1.82,0.6158
184,5110000000.0,1151000000.0,-39000000.0,0.4074,0.0,-19.134403942609943,2014,Basic Materials,AU,3514800000.0,-1.2766,-0.14,0.6855
185,6790438000.0,694242000.0,77315000.0,0.3691,18.1979,-12.619352796576033,2014,Basic Materials,CMC,2058423277.25,0.1039,0.96,0.3031
186,7006000000.0,2060000000.0,856000000.0,0.475,9.2267,30.792916329129,2014,Basic Materials,MAS,7889061494.82,-0.3118,2.4,1.126
191,1931042000.0,201799000.0,126474000.0,0.1258,18.626,-82.07623640047271,2014,Basic Materials,CENX,2170335055.2,-0.1471,1.31,1.1239
192,500781000.0,85201000.0,17824000.0,0.2306,55.8,-33.1172769731603,2014,Basic Materials,HL,1024981447.77,-0.5354,0.05,2.0468
193,8755952000.0,966211000.0,157024000.0,0.4122,29.0294,-7.567285135997716,2014,Basic Materials,STLD,4745808563.16,-0.3159,0.68,0.542
194,1294300000.0,383100000.0,63800000.0,0.4,44.4522,-9.553010312247883,2014,Basic Materials,AWI,2805895059.12,-0.4083,1.15,2.1679
195,635742000.0,-4639000.0,-1186874000.0,0.3262,0.0,-53.20754849388739,2014,Basic Materials,CDE,528632494.46,-0.6144,-11.59,0.8315
196,6802000000.0,1616000000.0,624000000.0,0.3096,14.8784,14.245129918543865,2014,Basic Materials,CE,9211802661.36,-0.3278,4.03,1.3543
197,11578000000.0,1919000000.0,323000000.0,0.4694,17.1278,-48.8097004451217,2014,Basic Materials,HUN,5562821350.78,-0.7070000000000001,1.33,0.4805
198,4438256658.5956,584745762.7119,61743341.4044,0.4525,28.274,-54.30267278965183,2014,Basic Materials,CSTM,1390500000.0,-1.7497,0.5811,0.4707
199,1007900000.0,115000000.0,-198900000.0,0.152,0.0,-49.46619266902732,2014,Basic Materials,IAG,2694590000.0,0.0238,-0.55,1.009
200,5489000000.0,1454000000.0,1826000000.0,0.4072,11.2156,-13.649550442312277,2014,Basic Materials,WY,18819407988.95,-0.274,3.2,3.4286
201,6055663537.3639,1702534735.2610002,-39511077.7319,0.5584,0.0,-46.04172226876477,2014,Basic Materials,SID,2673290000.0,-2.3959,-0.0297,0.1881
202,876741000.0,310157000.0,121540000.0,0.4036,11.3673,-28.110184247512606,2014,Basic Materials,SLCA,1385072136.84,-0.1912,2.26,1.5798
203,4743000000.0,1778000000.0,1390000000.0,0.4081,10.0383,-21.87530528145711,2014,Basic Materials,CF,13554837403.88,-0.3063,5.43,2.8579
204,45608000000.0,6669000000.0,4174000000.0,0.2909,9.8867,12.187883417883912,2014,Basic Materials,LYB,39748029423.79,-0.1065,8.03,0.8715
205,2994169000.0,587582000.0,204923000.0,0.2468,42.1346,42.40730053340632,2014,Basic Materials,VMC,8656843185.48,-0.3401,1.56,2.8912
207,1934800000.0,177000000.0,-75400000.0,0.3224,0.0,8.887546277514568,2014,Basic Materials,LPX,2355022804.32,-0.12,-0.53,1.2172
208,6819000000.0,2900000000.0,508000000.0,0.2667,18.5294,-6.517043309250172,2014,Basic Materials,NEM,9427237614.9,-0.6776,1.02,1.3825
209,3223399000.0,654840000.0,454610000.0,0.373,9.5678,-25.599584479963497,2014,Basic Materials,MEOH,5592000000.0,-0.3732,4.79,1.3664
211,9527000000.0,2221000000.0,751000000.0,0.4697,15.0815,-9.6738590931031,2014,Basic Materials,EMN,11267288260.56,-0.8262,5.03,1.1827
212,2957951000.0,522360000.0,155601000.0,0.2196,40.4103,24.494311658791407,2014,Basic Materials,MLM,7421232467.6,-0.2456,2.73,2.5089
213,1111626000.0,285085000.0,86071000.0,0.2809,13.0909,-14.592937829519368,2014,Basic Materials,FOE,1127337251.04,-0.1257,0.99,1.0141
214,9055800000.0,1926600000.0,1028600000.0,0.2096,16.9703,-38.11707681490027,2014,Basic Materials,MOS,16950641455.55,-0.1385,2.69,1.8718
215,79282000000.0,5994000000.0,-1086000000.0,0.1996,0.0,-60.33627587379349,2014,Basic Materials,MT,28880630000.0,-0.1975,-1.44,0.2317
218,1896766000.0,892207000.0,82970000.0,0.2051,57.8837,-1.5448712586140338,2014,Basic Materials,AEM,10572120000.0,-0.2311,0.43,2.2857
220,6121000000.0,1516000000.0,233000000.0,0.2975,16.7532,-11.475249305963619,2014,Basic Materials,ASH,3975187289.5232,-0.9499,3.04,0.6494
221,2300721000.0,891326000.0,497229000.0,0.3668,9.0252,-65.58480208849207,2014,Basic Materials,ARLP,3188310293.7,-0.2914,4.77,1.3858
224,3647000000.0,721000000.0,199000000.0,0.2625,16.5915,-4.084499669545907,2014,Basic Materials,CBT,3278745334.13,-0.2001,3.06,0.899
227,0.0,0.0,-40484000.0,0.174,0.0,35.80645702135815,2014,Basic Materials,NG,897926375.76,0.0553,-0.13,0.0
229,3573732000.0,508061000.0,80009000.0,0.2425,18.3005,-33.37681698811572,2014,Basic Materials,BCC,1464145063.65,0.0221,2.03,0.4097
230,0.0,0.0,-25975107.0,0.2854,0.0,-40.11299693773557,2014,Basic Materials,UEC,160218803.46,-0.0858,-0.29,0.0
